CallChannel,NbCall,SourceID,FiscalYear,ProductName_Level2
Face to Face,1,0011i000001xnFiAAI,2019/2020,Triplixam
Face to Face,1,0011i000001xnFiAAI,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnFkAAI,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnFkAAI,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnFkAAI,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnFnAAI,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnFnAAI,2020/2021,Daflon 500
Face to Face,1,0011i000001xnFQAAY,2020/2021,Cosyrel
Face to Face,1,0011i000001xnFQAAY,2020/2021,Coveram
Face to Face,1,0011i000001xnFQAAY,2020/2021,Coversyl
Face to Face,1,0011i000001xnFQAAY,2020/2021,Triplixam
Face to Face,1,0011i000001xnFQAAY,2020/2021,Vastarel XR 80
Face to Face,1,0011i000001xnFsAAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnFSAAY,2019/2020,Daflon 500
Face to Face,1,0011i000001xnFSAAY,2019/2020,Valdoxan
Face to Face,1,0011i000001xnFVAAY,2020/2021,Daflon 500
Face to Face,1,0011i000001xnGbAAI,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnGbAAI,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnGcAAI,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnGgAAI,2019/2020,Cosyrel
Face to Face,1,0011i000001xnGgAAI,2019/2020,Coveram
Face to Face,1,0011i000001xnGgAAI,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnGgAAI,2019/2020,Triplixam
Face to Face,1,0011i000001xnGgAAI,2019/2020,Vastarel XR 80
Face to Face,1,0011i000001xnGgAAI,2020/2021,Coralan
Face to Face,1,0011i000001xnGhAAI,2020/2021,Daflon 500
Face to Face,1,0011i000001xnGhAAI,2020/2021,Vastarel XR 80
Face to Face,1,0011i000001xnGmAAI,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnGMAAY,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnGMAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnGrAAI,2019/2020,Daflon 500
Face to Face,1,0011i000001xnGrAAI,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnGrAAI,2020/2021,Daflon 500
Face to Face,1,0011i000001xnGzAAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnGzAAI,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnGzAAI,2020/2021,Vastarel XR 80
Face to Face,1,0011i000001xnGZAAY,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnHCAAY,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnHCAAY,2019/2020,Daflon 500
Face to Face,1,0011i000001xnHCAAY,2020/2021,Coveram
Face to Face,1,0011i000001xnHCAAY,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnHCAAY,2020/2021,Natrilix Family
Face to Face,1,0011i000001xnHEAAY,2019/2020,Cedraflon
Face to Face,1,0011i000001xnHEAAY,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnHEAAY,2019/2020,Daflon 500
Face to Face,1,0011i000001xnHEAAY,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnHEAAY,2019/2020,Triplixam
Face to Face,1,0011i000001xnHEAAY,2019/2020,Valdoxan
Face to Face,1,0011i000001xnHEAAY,2020/2021,Vastarel XR 80
Face to Face,1,0011i000001xnHfAAI,2019/2020,Cosyrel
Face to Face,1,0011i000001xnHFAAY,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnHFAAY,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnHFAAY,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnHhAAI,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnHhAAI,2020/2021,Coversyl
Face to Face,1,0011i000001xnHlAAI,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnHlAAI,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnHlAAI,2020/2021,Coralan
Face to Face,1,0011i000001xnHlAAI,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnHoAAI,2020/2021,Coveram
Face to Face,1,0011i000001xnHoAAI,2020/2021,Vastarel MR
Face to Face,1,0011i000001xnHuAAI,2019/2020,Coralan
Face to Face,1,0011i000001xnHUAAY,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnHUAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnHvAAI,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnHVAAY,2019/2020,Cosyrel
Face to Face,1,0011i000001xnIBAAY,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnIKAAY,2019/2020,Cosyrel
Face to Face,1,0011i000001xnIKAAY,2019/2020,Vastarel XR 80
Face to Face,1,0011i000001xnIKAAY,2020/2021,Coveram
Face to Face,1,0011i000001xnIKAAY,2020/2021,Coversyl
Face to Face,1,0011i000001xnIKAAY,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnIKAAY,2020/2021,Triplixam
Face to Face,1,0011i000001xnIKAAY,2020/2021,Vastarel MR
Face to Face,1,0011i000001xnIlAAI,2020/2021,Coveram
Face to Face,1,0011i000001xnIlAAI,2020/2021,Coversyl
Face to Face,1,0011i000001xnIlAAI,2020/2021,Triplixam
Face to Face,1,0011i000001xnILAAY,2019/2020,Daflon 500
Face to Face,1,0011i000001xnILAAY,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnIRAAY,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnIyAAI,2019/2020,Arcalion
Face to Face,1,0011i000001xnIyAAI,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnIyAAI,2019/2020,Valdoxan
Face to Face,1,0011i000001xnIyAAI,2020/2021,Coveram
Face to Face,1,0011i000001xnIyAAI,2020/2021,Coversyl
Face to Face,1,0011i000001xnIyAAI,2020/2021,Triplixam
Face to Face,1,0011i000001xnJ3AAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnJDAAY,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnJDAAY,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnJDAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnJDAAY,2020/2021,NatSR/Natrixam
Face to Face,1,0011i000001xnJFAAY,2019/2020,Daflon 500
Face to Face,1,0011i000001xnJFAAY,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnJFAAY,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnJFAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnJiAAI,2019/2020,Daflon 500
Face to Face,1,0011i000001xnJiAAI,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnJJAAY,2020/2021,NatSR/Natrixam
Face to Face,1,0011i000001xnJQAAY,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnK1AAI,2020/2021,Daflon 500
Face to Face,1,0011i000001xnK2AAI,2020/2021,Vastarel MR
Face to Face,1,0011i000001xnK6AAI,2019/2020,Cosyrel
Face to Face,1,0011i000001xnK6AAI,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnK6AAI,2019/2020,Vastarel MR
Face to Face,1,0011i000001xnK6AAI,2020/2021,Natrilix Family
Face to Face,1,0011i000001xnK8AAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnK8AAI,2020/2021,Cosyrel
Face to Face,1,0011i000001xnK8AAI,2020/2021,Coveram
Face to Face,1,0011i000001xnK8AAI,2020/2021,Natrilix Family
Face to Face,1,0011i000001xnKbAAI,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnKbAAI,2019/2020,Triplixam
Face to Face,1,0011i000001xnKbAAI,2020/2021,Vastarel MR
Face to Face,1,0011i000001xnKcAAI,2020/2021,Cosyrel
Face to Face,1,0011i000001xnKcAAI,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnKcAAI,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnKcAAI,2020/2021,Vastarel XR 80
Face to Face,1,0011i000001xnKiAAI,2019/2020,Deprexis
Face to Face,1,0011i000001xnKiAAI,2019/2020,Natrixam
Face to Face,1,0011i000001xnKiAAI,2020/2021,Coveram
Face to Face,1,0011i000001xnKiAAI,2020/2021,Coversyl
Face to Face,1,0011i000001xnKiAAI,2020/2021,Triplixam
Face to Face,1,0011i000001xnKPAAY,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnKPAAY,2020/2021,Daflon 500
Face to Face,1,0011i000001xnKPAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnKRAAY,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnKRAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnKSAAY,2020/2021,Coveram
Face to Face,1,0011i000001xnKSAAY,2020/2021,Coversyl
Face to Face,1,0011i000001xnKSAAY,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnKUAAY,2020/2021,NatSR/Natrixam
Face to Face,1,0011i000001xnKyAAI,2020/2021,Coveram
Face to Face,1,0011i000001xnKyAAI,2020/2021,NatSR/Natrixam
Face to Face,1,0011i000001xnL0AAI,2019/2020,Cosyrel
Face to Face,1,0011i000001xnL0AAI,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnL0AAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnL0AAI,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnL0AAI,2019/2020,Vastarel MR
Face to Face,1,0011i000001xnL0AAI,2020/2021,Cosyrel
Face to Face,1,0011i000001xnL2AAI,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnL5AAI,2020/2021,Coveram
Face to Face,1,0011i000001xnL5AAI,2020/2021,Coversyl
Face to Face,1,0011i000001xnL5AAI,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnL5AAI,2020/2021,Daflon 500
Face to Face,1,0011i000001xnL5AAI,2020/2021,Natrilix Family
Face to Face,1,0011i000001xnL5AAI,2020/2021,Triplixam
Face to Face,1,0011i000001xnL6AAI,2019/2020,Cedraflon
Face to Face,1,0011i000001xnL6AAI,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnL6AAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnL6AAI,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnL6AAI,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnL6AAI,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnLdAAI,2019/2020,Daflon 500
Face to Face,1,0011i000001xnLJAAY,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnLJAAY,2020/2021,Coveram
Face to Face,1,0011i000001xnLJAAY,2020/2021,Coversyl
Face to Face,1,0011i000001xnLJAAY,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnLJAAY,2020/2021,NatSR/Natrixam
Face to Face,1,0011i000001xnLJAAY,2020/2021,Triplixam
Face to Face,1,0011i000001xnLJAAY,2020/2021,Vastarel XR 80
Face to Face,1,0011i000001xnLOAAY,2019/2020,Coveram
Face to Face,1,0011i000001xnLOAAY,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnLOAAY,2019/2020,Triplixam
Face to Face,1,0011i000001xnLOAAY,2020/2021,Daflon 500
Face to Face,1,0011i000001xnLOAAY,2020/2021,NatSR/Natrixam
Face to Face,1,0011i000001xnLPAAY,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnLPAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnLqAAI,2019/2020,Cedraflon
Face to Face,1,0011i000001xnLqAAI,2019/2020,Coralan
Face to Face,1,0011i000001xnLqAAI,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnLqAAI,2019/2020,Daflon 500
Face to Face,1,0011i000001xnLqAAI,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnLUAAY,2019/2020,Cedraflon
Face to Face,1,0011i000001xnLVAAY,2019/2020,Cosyrel
Face to Face,1,0011i000001xnLVAAY,2019/2020,Coveram
Face to Face,1,0011i000001xnLVAAY,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnLVAAY,2019/2020,Triplixam
Face to Face,1,0011i000001xnLXAAY,2019/2020,Coversyl
Face to Face,1,0011i000001xnLXAAY,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnLXAAY,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnMbAAI,2020/2021,Coveram
Face to Face,1,0011i000001xnMbAAI,2020/2021,Coversyl
Face to Face,1,0011i000001xnMbAAI,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnMbAAI,2020/2021,NatSR/Natrixam
Face to Face,1,0011i000001xnMbAAI,2020/2021,Triplixam
Face to Face,1,0011i000001xnMBAAY,2019/2020,Vastarel MR
Face to Face,1,0011i000001xnMBAAY,2020/2021,Daflon 500
Face to Face,1,0011i000001xnMBAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnMkAAI,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnMkAAI,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnMKAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnMvAAI,2019/2020,Coveram
Face to Face,1,0011i000001xnMvAAI,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnMvAAI,2019/2020,Triplixam
Face to Face,1,0011i000001xnMVAAY,2019/2020,Coralan
Face to Face,1,0011i000001xnMVAAY,2019/2020,Cosyrel
Face to Face,1,0011i000001xnMVAAY,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnMVAAY,2019/2020,Vastarel MR
Face to Face,1,0011i000001xnMVAAY,2020/2021,Cosyrel
Face to Face,1,0011i000001xnMVAAY,2020/2021,Vastarel XR 80
Face to Face,1,0011i000001xnN5AAI,2019/2020,Daflon 500
Face to Face,1,0011i000001xnN5AAI,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnN6AAI,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnNEAAY,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnNWAAY,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnO1AAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnO9AAI,2019/2020,Coralan
Face to Face,1,0011i000001xnOeAAI,2020/2021,Valdoxan
Face to Face,1,0011i000001xnONAAY,2019/2020,Arcalion
Face to Face,1,0011i000001xnONAAY,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnONAAY,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnONAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnONAAY,2020/2021,Valdoxan
Face to Face,1,0011i000001xnOSAAY,2019/2020,Daflon 500
Face to Face,1,0011i000001xnOxAAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnOxAAI,2020/2021,Vastarel XR 80
Face to Face,1,0011i000001xnP3AAI,2019/2020,Daflon 500
Face to Face,1,0011i000001xnP4AAI,2019/2020,Cedraflon
Face to Face,1,0011i000001xnP4AAI,2019/2020,Cosyrel
Face to Face,1,0011i000001xnP4AAI,2019/2020,Daflon 500
Face to Face,1,0011i000001xnP4AAI,2019/2020,Vastarel MR
Face to Face,1,0011i000001xnP4AAI,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnP5AAI,2019/2020,Coralan
Face to Face,1,0011i000001xnP5AAI,2019/2020,Natrixam
Face to Face,1,0011i000001xnP5AAI,2019/2020,Valdoxan
Face to Face,1,0011i000001xnP9AAI,2019/2020,Cedraflon
Face to Face,1,0011i000001xnP9AAI,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnP9AAI,2019/2020,Daflon 500
Face to Face,1,0011i000001xnP9AAI,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnPMAAY,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnPnAAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnPnAAI,2020/2021,Cosyrel
Face to Face,1,0011i000001xnPnAAI,2020/2021,Coversyl
Face to Face,1,0011i000001xnPQAAY,2020/2021,Coveram
Face to Face,1,0011i000001xnPQAAY,2020/2021,Coversyl
Face to Face,1,0011i000001xnPQAAY,2020/2021,NatSR/Natrixam
Face to Face,1,0011i000001xnPQAAY,2020/2021,Triplixam
Face to Face,1,0011i000001xnPuAAI,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnQ0AAI,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnQ0AAI,2019/2020,Vastarel MR
Face to Face,1,0011i000001xnQ0AAI,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnQ0AAI,2020/2021,Daflon Family
Face to Face,1,0011i000001xnQ0AAI,2020/2021,Natrilix Family
Face to Face,1,0011i000001xnQeAAI,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnQeAAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnQGAAY,2019/2020,Deprexis
Face to Face,1,0011i000001xnQjAAI,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnQjAAI,2020/2021,NatSR/Natrixam
Face to Face,1,0011i000001xnQQAAY,2020/2021,Daflon 500
Face to Face,1,0011i000001xnQQAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnQVAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnQVAAY,2020/2021,NatSR/Natrixam
Face to Face,1,0011i000001xnQwAAI,2020/2021,Daflon 500
Face to Face,1,0011i000001xnR5AAI,2019/2020,Cedraflon
Face to Face,1,0011i000001xnRAAAY,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnRJAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnRMAAY,2019/2020,Daflon 500
Face to Face,1,0011i000001xnRtAAI,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnRtAAI,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnRwAAI,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnRYAAY,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnSDAAY,2020/2021,Valdoxan
Face to Face,1,0011i000001xnSHAAY,2020/2021,Coveram
Face to Face,1,0011i000001xnSHAAY,2020/2021,Natrixam
Face to Face,1,0011i000001xnSHAAY,2020/2021,Vastarel MR
Face to Face,1,0011i000001xnSOAAY,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnSOAAY,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnSPAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnSPAAY,2020/2021,NatSR/Natrixam
Face to Face,1,0011i000001xnSVAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnSWAAY,2019/2020,Valdoxan
Face to Face,1,0011i000001xnSWAAY,2020/2021,Coveram
Face to Face,1,0011i000001xnSWAAY,2020/2021,Valdoxan
Face to Face,1,0011i000001xnSZAAY,2020/2021,Daflon 500
Face to Face,1,0011i000001xnT9AAI,2019/2020,Natrixam
Face to Face,1,0011i000001xnT9AAI,2020/2021,Coveram
Face to Face,1,0011i000001xnT9AAI,2020/2021,Coversyl
Face to Face,1,0011i000001xnT9AAI,2020/2021,Triplixam
Face to Face,1,0011i000001xnT9AAI,2020/2021,Vastarel MR
Face to Face,1,0011i000001xnTcAAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnTCAAY,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnTeAAI,2020/2021,Daflon 500
Face to Face,1,0011i000001xnTgAAI,2019/2020,Arcalion
Face to Face,1,0011i000001xnTgAAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnTgAAI,2019/2020,Natrixam
Face to Face,1,0011i000001xnTgAAI,2020/2021,Coveram
Face to Face,1,0011i000001xnTgAAI,2020/2021,Coversyl
Face to Face,1,0011i000001xnTgAAI,2020/2021,NatSR/Natrixam
Face to Face,1,0011i000001xnTjAAI,2019/2020,Deprexis
Face to Face,1,0011i000001xnTjAAI,2020/2021,Valdoxan
Face to Face,1,0011i000001xnTJAAY,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnTkAAI,2019/2020,Triplixam
Face to Face,1,0011i000001xnTkAAI,2019/2020,Vastarel XR 80
Face to Face,1,0011i000001xnTlAAI,2019/2020,Coveram
Face to Face,1,0011i000001xnTlAAI,2019/2020,Natrixam
Face to Face,1,0011i000001xnTLAAY,2020/2021,Coversyl
Face to Face,1,0011i000001xnTLAAY,2020/2021,Natrilix Family
Face to Face,1,0011i000001xnTLAAY,2020/2021,Triplixam
Face to Face,1,0011i000001xnTLAAY,2020/2021,Vastarel MR
Face to Face,1,0011i000001xnTRAAY,2019/2020,Daflon 500
Face to Face,1,0011i000001xnTRAAY,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnTRAAY,2020/2021,Daflon 500
Face to Face,1,0011i000001xnTRAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnTSAAY,2019/2020,Coversyl
Face to Face,1,0011i000001xnTTAAY,2019/2020,Coveram
Face to Face,1,0011i000001xnTTAAY,2019/2020,Coversyl
Face to Face,1,0011i000001xnTTAAY,2019/2020,Triplixam
Face to Face,1,0011i000001xnTUAAY,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnTUAAY,2019/2020,Natrixam
Face to Face,1,0011i000001xnTUAAY,2020/2021,Coveram
Face to Face,1,0011i000001xnTUAAY,2020/2021,Coversyl
Face to Face,1,0011i000001xnTUAAY,2020/2021,Triplixam
Face to Face,1,0011i000001xnTxAAI,2020/2021,Coveram
Face to Face,1,0011i000001xnTxAAI,2020/2021,Coversyl
Face to Face,1,0011i000001xnTxAAI,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnTxAAI,2020/2021,Triplixam
Face to Face,1,0011i000001xnTzAAI,2019/2020,Valdoxan
Face to Face,1,0011i000001xnTzAAI,2020/2021,Daflon 500
Face to Face,1,0011i000001xnU2AAI,2019/2020,Cedraflon
Face to Face,1,0011i000001xnU2AAI,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnU2AAI,2019/2020,Daflon 500
Face to Face,1,0011i000001xnU2AAI,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnU8AAI,2019/2020,Arcalion
Face to Face,1,0011i000001xnU8AAI,2019/2020,Natrixam
Face to Face,1,0011i000001xnU8AAI,2019/2020,Valdoxan
Face to Face,1,0011i000001xnU8AAI,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnU9AAI,2020/2021,Daflon 1000
Face to Face,1,0011i000001xnUHAAY,2019/2020,Coveram
Face to Face,1,0011i000001xnUHAAY,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnUoAAI,2019/2020,Valdoxan
Face to Face,1,0011i000001xnUOAAY,2019/2020,Coralan
Face to Face,1,0011i000001xnUOAAY,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnUOAAY,2020/2021,Coveram
Face to Face,1,0011i000001xnUOAAY,2020/2021,Daflon 500
Face to Face,1,0011i000001xnUOAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnUvAAI,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnV3AAI,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnVaAAI,2019/2020,Coversyl
Face to Face,1,0011i000001xnVaAAI,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnVaAAI,2020/2021,Natrilix Family
Face to Face,1,0011i000001xnVaAAI,2020/2021,Vastarel XR 80
Face to Face,1,0011i000001xnVcAAI,2019/2020,Deprexis
Face to Face,1,0011i000001xnVcAAI,2019/2020,Natrixam
Face to Face,1,0011i000001xnVfAAI,2019/2020,Coversyl
Face to Face,1,0011i000001xnVfAAI,2019/2020,Vastarel XR 80
Face to Face,1,0011i000001xnVHAAY,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnVHAAY,2019/2020,Triplixam
Face to Face,1,0011i000001xnVHAAY,2019/2020,Vastarel MR
Face to Face,1,0011i000001xnVIAAY,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnVIAAY,2020/2021,NatSR/Natrixam
Face to Face,1,0011i000001xnVKAAY,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnVlAAI,2019/2020,Coralan
Face to Face,1,0011i000001xnVLAAY,2019/2020,Triplixam
Face to Face,1,0011i000001xnVnAAI,2020/2021,Daflon 500
Face to Face,1,0011i000001xnVnAAI,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnVnAAI,2020/2021,Vastarel XR 80
Face to Face,1,0011i000001xnVoAAI,2019/2020,Cosyrel
Face to Face,1,0011i000001xnVoAAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnVPAAY,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnVPAAY,2020/2021,Cosyrel
Face to Face,1,0011i000001xnVPAAY,2020/2021,Vastarel MR
Face to Face,1,0011i000001xnVQAAY,2019/2020,Cedraflon
Face to Face,1,0011i000001xnVQAAY,2019/2020,Daflon 500
Face to Face,1,0011i000001xnVwAAI,2019/2020,Coversyl
Face to Face,1,0011i000001xnVwAAI,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnVwAAI,2020/2021,Coveram
Face to Face,1,0011i000001xnVwAAI,2020/2021,Coversyl
Face to Face,1,0011i000001xnVwAAI,2020/2021,Triplixam
Face to Face,1,0011i000001xnVWAAY,2020/2021,Vastarel MR
Face to Face,1,0011i000001xnVYAAY,2019/2020,Cosyrel
Face to Face,1,0011i000001xnVYAAY,2019/2020,Vastarel MR
Face to Face,1,0011i000001xnVYAAY,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnW0AAI,2020/2021,Diamicron MR
Face to Face,1,0011i000001xnW2AAI,2019/2020,Arcalion
Face to Face,1,0011i000001xnW2AAI,2020/2021,Vastarel MR
Face to Face,1,0011i000001xnW6AAI,2019/2020,Coversyl Plus
Face to Face,1,0011i000001xnW6AAI,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnWAAAY,2019/2020,Daflon 1000
Face to Face,1,0011i000001xnWBAAY,2020/2021,Vastarel XR 80
Face to Face,1,0011i000001xnWDAAY,2019/2020,Coralan
Face to Face,1,0011i000001xnWDAAY,2019/2020,Cosyrel
Face to Face,1,0011i000001xnWDAAY,2020/2021,Coveram
Face to Face,1,0011i000001xnWDAAY,2020/2021,Coversyl
Face to Face,1,0011i000001xnWDAAY,2020/2021,Triplixam
Face to Face,1,0011i000001xnWDAAY,2020/2021,Vastarel XR 80
Face to Face,1,0011i000001xnWHAAY,2019/2020,Coveram
Face to Face,1,0011i000001xnWHAAY,2019/2020,Coversyl
Face to Face,1,0011i000001xnWLAAY,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnWLAAY,2020/2021,Daflon 500
Face to Face,1,0011i000001xnWLAAY,2020/2021,Vastarel XR 80
Face to Face,1,0011i000001xnWNAAY,2019/2020,Daflon 500
Face to Face,1,0011i000001xnWsAAI,2019/2020,Arcalion
Face to Face,1,0011i000001xnWsAAI,2019/2020,Cosyrel
Face to Face,1,0011i000001xnWsAAI,2020/2021,Vastarel MR
Face to Face,1,0011i000001xnWTAAY,2019/2020,Arcalion
Face to Face,1,0011i000001xnWTAAY,2019/2020,Coveram
Face to Face,1,0011i000001xnWTAAY,2019/2020,Coversyl
Face to Face,1,0011i000001xnWTAAY,2019/2020,NatSR/Natrixam
Face to Face,1,0011i000001xnWTAAY,2019/2020,Valdoxan
Face to Face,1,0011i000001xnWTAAY,2020/2021,Coversyl Family
Face to Face,1,0011i000001xnWTAAY,2020/2021,Natrilix Family
Face to Face,1,0011i000001xnWUAAY,2019/2020,Coralan
Face to Face,1,0011i000001xnWUAAY,2019/2020,Natrixam
Face to Face,1,0011i000001xnWUAAY,2020/2021,Cosyrel
Face to Face,1,0011i000001xnWVAAY,2019/2020,Diamicron MR
Face to Face,1,0011i000001xnX2AAI,2019/2020,Valdoxan
